Lesiones,tipos,Fullpath
"[[[4 4 4]
  [1 3 3]
  [3 3 3]
  ...
  [1 3 3]
  [4 4 4]
  [1 3 3]]

 [[4 4 4]
  [4 3 3]
  [1 3 3]
  ...
  [2 3 3]
  [2 3 3]
  [0 2 2]]

 [[2 4 4]
  [1 3 3]
  [2 4 4]
  ...
  [2 3 3]
  [2 4 4]
  [1 3 3]]

 ...

 [[1 1 1]
  [2 2 2]
  [0 2 2]
  ...
  [0 0 0]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [1 1 1]]

 [[0 0 0]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [0 1 1]
  [0 0 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\02039406-18b3-4f10-95ab-f2f7280ef351.jpg
"[[[4 4 4]
  [3 3 3]
  [3 3 3]
  ...
  [4 3 3]
  [4 4 4]
  [3 3 3]]

 [[4 4 4]
  [4 4 4]
  [3 3 3]
  ...
  [3 4 2]
  [4 4 4]
  [1 4 2]]

 [[4 4 4]
  [4 4 4]
  [3 3 3]
  ...
  [4 4 4]
  [4 4 4]
  [0 2 2]]

 ...

 [[0 1 1]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [2 2 2]
  ...
  [1 1 1]
  [0 1 1]
  [0 0 0]]

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [0 0 0]
  [1 1 1]
  [0 0 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\020e25c2-b4ff-40a4-a991-844b273493fb.jpg
"[[[6 6 6]
  [6 6 6]
  [5 5 5]
  ...
  [6 6 6]
  [5 5 5]
  [2 4 4]]

 [[5 5 5]
  [2 4 4]
  [4 4 4]
  ...
  [5 5 5]
  [4 4 4]
  [4 5 3]]

 [[4 4 4]
  [4 4 4]
  [4 4 4]
  ...
  [5 5 5]
  [5 5 5]
  [1 3 3]]

 ...

 [[2 2 2]
  [0 2 2]
  [3 3 3]
  ...
  [1 3 3]
  [3 3 3]
  [2 2 2]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [0 1 1]
  [2 2 2]
  [2 2 2]]

 [[2 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\0229c3b4-2414-4bcf-a729-ce15007f63b5.jpg
"[[[5 5 5]
  [4 4 4]
  [4 4 4]
  ...
  [2 4 4]
  [4 4 4]
  [1 3 3]]

 [[4 4 4]
  [5 5 5]
  [1 4 2]
  ...
  [2 3 3]
  [2 4 4]
  [3 3 3]]

 [[4 4 4]
  [4 4 4]
  [2 4 4]
  ...
  [2 4 4]
  [3 4 4]
  [3 3 3]]

 ...

 [[3 3 3]
  [3 3 3]
  [2 3 3]
  ...
  [2 2 2]
  [2 2 2]
  [1 1 1]]

 [[2 2 2]
  [4 4 4]
  [2 3 3]
  ...
  [3 3 3]
  [1 2 2]
  [2 2 2]]

 [[1 3 3]
  [3 3 3]
  [2 3 3]
  ...
  [2 3 3]
  [1 3 3]
  [2 2 2]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\022d5583-4d26-430b-96b7-cea372edbd3b.jpg
"[[[6 6 6]
  [5 5 5]
  [5 6 6]
  ...
  [6 6 6]
  [3 5 5]
  [5 5 5]]

 [[3 5 5]
  [5 6 4]
  [2 4 4]
  ...
  [4 5 5]
  [3 5 5]
  [3 5 5]]

 [[4 4 4]
  [4 4 4]
  [4 4 4]
  ...
  [3 4 4]
  [4 4 4]
  [1 3 3]]

 ...

 [[3 3 3]
  [1 3 3]
  [1 3 3]
  ...
  [2 3 3]
  [1 3 3]
  [3 3 3]]

 [[0 2 2]
  [1 3 3]
  [2 3 3]
  ...
  [1 2 2]
  [1 3 3]
  [3 3 3]]

 [[2 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [1 3 3]
  [2 2 2]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\023c18dc-b0fb-47d2-8f80-1eef4dec876e.jpg
"[[[1 3 3]
  [4 4 4]
  [4 4 4]
  ...
  [3 5 3]
  [4 4 4]
  [4 4 4]]

 [[1 3 3]
  [2 2 2]
  [3 3 3]
  ...
  [2 4 2]
  [3 3 3]
  [1 3 3]]

 [[1 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [2 2 2]
  [0 2 2]]

 ...

 [[0 0 0]
  [1 1 1]
  [0 0 0]
  ...
  [0 0 0]
  [1 1 1]
  [0 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\025570b9-0a33-4295-88b3-9f71de7ba2b8.jpg
"[[[4 4 4]
  [4 4 4]
  [5 5 5]
  ...
  [4 4 4]
  [3 3 3]
  [3 3 3]]

 [[4 4 4]
  [4 4 4]
  [4 4 4]
  ...
  [3 3 3]
  [4 4 4]
  [3 3 3]]

 [[4 4 4]
  [4 4 4]
  [5 5 5]
  ...
  [3 3 3]
  [4 4 4]
  [3 3 3]]

 ...

 [[2 2 2]
  [3 3 3]
  [2 2 2]
  ...
  [1 1 1]
  [0 2 2]
  [1 1 1]]

 [[2 2 2]
  [1 1 1]
  [2 2 2]
  ...
  [1 1 1]
  [2 2 2]
  [1 1 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\026a153f-d8e3-4325-b4ab-f5f9d485a333.jpg
"[[[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [2 2 2]]

 [[2 3 1]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [0 2 2]]

 [[3 3 3]
  [4 4 4]
  [4 4 4]
  ...
  [3 3 3]
  [4 4 4]
  [1 3 3]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [0 0 0]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [0 0 0]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [1 1 1]
  [0 0 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\02952327-2303-44da-99ed-9fc0525ff6eb.jpg
"[[[3 3 3]
  [3 3 3]
  [2 3 3]
  ...
  [2 2 2]
  [3 3 3]
  [0 2 2]]

 [[2 3 1]
  [2 3 1]
  [3 3 3]
  ...
  [0 2 2]
  [2 3 1]
  [2 2 2]]

 [[0 2 2]
  [3 3 3]
  [3 3 3]
  ...
  [1 3 3]
  [3 3 3]
  [0 2 2]]

 ...

 [[1 1 1]
  [1 1 1]
  [2 2 2]
  ...
  [0 0 0]
  [1 1 1]
  [1 1 1]]

 [[2 2 2]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [0 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\02daad2b-534a-4822-96ab-0d42d23a3fb9.jpg
"[[[5 5 5]
  [5 5 5]
  [4 4 4]
  ...
  [4 4 4]
  [4 4 4]
  [3 3 3]]

 [[4 5 3]
  [3 4 4]
  [4 4 4]
  ...
  [4 4 4]
  [4 4 4]
  [2 4 4]]

 [[2 4 4]
  [5 4 4]
  [4 4 4]
  ...
  [4 4 4]
  [4 4 4]
  [3 3 3]]

 ...

 [[2 2 2]
  [0 2 2]
  [3 3 3]
  ...
  [2 4 2]
  [2 2 2]
  [2 3 1]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [0 2 2]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [3 3 3]
  ...
  [2 2 2]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\034d88d8-920f-467a-a6ec-2ebb02198160.jpg
"[[[4 4 4]
  [4 4 4]
  [5 5 5]
  ...
  [3 3 3]
  [5 5 5]
  [1 3 3]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [1 3 3]
  [4 4 4]
  [1 3 3]]

 [[4 4 4]
  [4 4 4]
  [3 3 3]
  ...
  [3 3 3]
  [5 4 4]
  [1 3 3]]

 ...

 [[1 1 1]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [2 2 2]
  [1 1 1]]

 [[2 2 2]
  [1 1 1]
  [2 2 2]
  ...
  [1 1 1]
  [2 2 2]
  [1 1 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\03b12566-baa8-41bd-b1b4-61c47242609e.jpg
"[[[4 4 4]
  [4 3 3]
  [4 4 4]
  ...
  [3 3 3]
  [2 4 4]
  [0 2 2]]

 [[2 2 2]
  [2 3 1]
  [0 3 1]
  ...
  [3 3 3]
  [2 3 1]
  [0 2 2]]

 [[4 4 4]
  [1 3 3]
  [1 3 3]
  ...
  [3 3 3]
  [2 4 4]
  [1 3 3]]

 ...

 [[1 1 1]
  [2 2 2]
  [1 2 2]
  ...
  [0 0 0]
  [2 2 2]
  [1 1 1]]

 [[2 2 2]
  [1 1 1]
  [2 2 2]
  ...
  [0 0 0]
  [1 1 1]
  [1 1 1]]

 [[2 2 2]
  [3 3 3]
  [2 2 2]
  ...
  [1 1 1]
  [0 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\03bdb01f-7d85-4645-9b3a-9b0972a2462e.jpg
"[[[4 4 4]
  [4 4 4]
  [5 5 5]
  ...
  [4 4 4]
  [4 5 5]
  [3 3 3]]

 [[4 4 4]
  [4 4 4]
  [4 4 4]
  ...
  [3 3 3]
  [4 4 4]
  [3 3 3]]

 [[4 4 4]
  [4 4 4]
  [4 4 4]
  ...
  [4 4 4]
  [3 5 5]
  [3 3 3]]

 ...

 [[1 1 1]
  [1 1 1]
  [0 0 0]
  ...
  [0 0 0]
  [1 1 1]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\03ee914b-190c-4aec-a05b-88f47b482908.jpg
"[[[3 3 3]
  [3 3 3]
  [4 4 4]
  ...
  [3 3 3]
  [4 4 4]
  [1 3 3]]

 [[3 3 3]
  [3 3 3]
  [4 4 4]
  ...
  [3 3 3]
  [4 4 4]
  [2 2 2]]

 [[4 4 4]
  [4 4 4]
  [4 4 4]
  ...
  [3 3 3]
  [4 4 4]
  [3 3 3]]

 ...

 [[0 1 1]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [2 2 2]
  ...
  [0 1 0]
  [1 1 1]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\0450df79-728e-47f7-b7d7-5a32e40b686e.jpg
"[[[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [5 5 5]
  [5 5 5]
  [5 5 5]]

 [[3 5 5]
  [4 4 4]
  [4 4 4]
  ...
  [4 5 5]
  [4 5 5]
  [4 4 4]]

 [[4 4 4]
  [4 4 4]
  [4 4 4]
  ...
  [3 4 4]
  [4 4 4]
  [3 3 3]]

 ...

 [[3 3 3]
  [3 3 3]
  [2 2 2]
  ...
  [0 2 2]
  [1 2 2]
  [2 2 2]]

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [3 3 3]
  [0 2 2]]

 [[3 3 3]
  [3 2 2]
  [3 3 2]
  ...
  [2 2 2]
  [2 2 2]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\049c2045-5259-47d8-8f9e-bbbecd81789f.jpg
"[[[6 6 6]
  [7 7 7]
  [5 5 4]
  ...
  [6 6 6]
  [6 6 6]
  [5 5 5]]

 [[6 6 6]
  [5 5 5]
  [5 5 5]
  ...
  [5 5 5]
  [5 5 5]
  [5 5 5]]

 [[5 5 5]
  [5 5 5]
  [5 5 5]
  ...
  [2 4 4]
  [5 5 5]
  [2 4 4]]

 ...

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 3]
  [4 4 4]
  [0 3 1]]

 [[3 3 3]
  [2 2 2]
  [2 2 2]
  ...
  [0 2 2]
  [3 3 3]
  [0 2 2]]

 [[3 3 3]
  [4 3 3]
  [3 3 3]
  ...
  [0 2 2]
  [3 3 3]
  [2 3 3]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\04b51c81-3368-4ab8-ac00-5f21c1bf70a5.jpg
"[[[5 5 5]
  [4 4 4]
  [2 4 4]
  ...
  [3 4 4]
  [4 4 4]
  [2 4 4]]

 [[3 4 2]
  [2 2 2]
  [0 2 2]
  ...
  [3 4 2]
  [2 4 4]
  [3 3 3]]

 [[3 3 3]
  [3 3 3]
  [1 3 3]
  ...
  [3 3 3]
  [0 2 2]
  [3 3 3]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [0 0 0]
  [1 1 1]]

 [[1 1 1]
  [2 2 2]
  [1 1 1]
  ...
  [0 1 1]
  [1 1 0]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\04df0028-f9ef-4cfe-aad8-4c3a8f6c43ce.jpg
"[[[6 6 6]
  [6 6 6]
  [5 5 5]
  ...
  [6 6 6]
  [6 6 6]
  [5 5 5]]

 [[5 5 5]
  [5 5 5]
  [4 5 5]
  ...
  [3 4 4]
  [3 3 3]
  [4 4 4]]

 [[5 5 5]
  [5 5 5]
  [3 4 4]
  ...
  [3 4 4]
  [5 5 5]
  [5 5 5]]

 ...

 [[3 3 3]
  [3 3 3]
  [3 3 3]
  ...
  [1 3 2]
  [1 3 3]
  [2 3 1]]

 [[4 4 4]
  [3 3 3]
  [3 3 3]
  ...
  [3 3 2]
  [3 3 3]
  [3 3 3]]

 [[3 3 3]
  [4 4 4]
  [4 4 4]
  ...
  [3 3 3]
  [3 3 3]
  [2 2 2]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\05fcdc3e-8a91-4f20-9a0f-82abbb51f0fd.jpg
"[[[1 3 3]
  [1 3 3]
  [3 3 3]
  ...
  [2 2 2]
  [1 3 2]
  [0 2 2]]

 [[3 3 3]
  [1 1 1]
  [0 2 2]
  ...
  [0 2 2]
  [0 2 2]
  [1 1 1]]

 [[2 4 4]
  [2 4 4]
  [3 3 3]
  ...
  [2 4 4]
  [1 3 3]
  [3 3 3]]

 ...

 [[2 2 2]
  [1 1 1]
  [0 1 1]
  ...
  [0 1 1]
  [1 1 1]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [0 1 1]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 0 1]
  [0 0 0]
  [0 0 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\0619187d-fd10-4ac3-9a17-a70c622c3746.jpg
"[[[1 2 2]
  [3 3 3]
  [1 3 3]
  ...
  [0 2 2]
  [2 2 2]
  [2 2 2]]

 [[0 2 2]
  [2 2 2]
  [0 2 1]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [1 1 0]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Ulcer,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Ulcer\06428c8f-5d5c-4069-bc93-b89c0a0156ee.jpg
