Lesiones,tipos,Fullpath
"[[[219 219 219]
  [216 216 216]
  [216 216 216]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[211 211 211]
  [202 202 202]
  [194 194 194]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[193 193 193]
  [198 198 198]
  [190 190 190]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 11  11  11]
  [  6   6   6]
  [ 55  55  55]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  9   9   9]
  [  9   9   9]
  [ 55  55  55]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  9   9   9]
  [ 13  13  13]
  [ 55  55  55]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_106_5117.jpg
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_106_5354.jpg
"[[[42 42 42]
  [42 42 42]
  [42 42 42]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[41 41 41]
  [41 41 41]
  [41 41 41]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[40 40 40]
  [40 40 40]
  [40 40 40]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_107_529.jpg
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [11 11 11]
  [ 6  6  6]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [18 18 18]
  [ 4  4  4]
  [ 1  1  1]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [24 24 24]
  [ 3  3  3]
  [ 2  2  2]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_107_6327.jpg
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[157 157 157]
  [234 234 234]
  [235 235 235]
  ...
  [254 254 254]
  [255 255 255]
  [255 255 255]]

 [[ 11  11  11]
  [178 178 178]
  [228 228 228]
  ...
  [255 255 255]
  [253 253 253]
  [254 254 254]]

 [[  0   0   0]
  [ 12  12  12]
  [196 196 196]
  ...
  [255 255 255]
  [254 254 254]
  [234 234 234]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_108_8478.jpg
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_108_9056.jpg
"[[[ 2  2  2]
  [ 2  2  2]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 5  5  5]
  [ 0  0  0]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  1  1]
  [ 3  3  3]
  [ 2  2  2]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 3  3  3]
  [22 22 22]
  [36 36 36]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 3  3  3]
  [27 27 27]
  [37 37 37]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 4  4  4]
  [31 31 31]
  [37 37 37]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_109_3850.jpg
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_109_8274.jpg
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_10_1759.jpg
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [202 202 202]
  [ 18  18  18]
  [  6   6   6]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 17  17  17]
  [  2   2   2]
  [  4   4   4]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  9   9   9]
  [  4   4   4]
  [  4   4   4]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_10_5560.jpg
"[[[  4   4   4]
  [  6   6   6]
  [ 25  25  25]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  3   3   3]
  [  5   5   5]
  [ 24  24  24]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  3   3   3]
  [  3   3   3]
  [ 23  23  23]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 37  37  37]
  [100 100 100]
  [144 144 144]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[ 27  27  27]
  [ 69  69  69]
  [104 104 104]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  6   6   6]
  [ 11  11  11]
  [ 78  78  78]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_110_4462.jpg
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[  5   5   5]
  [ 45  45  45]
  [107 107 107]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  1   1   1]
  [  5   5   5]
  [ 31  31  31]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  1   1   1]
  [  0   0   0]
  [  3   3   3]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_110_8477.jpg
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_111_3916.jpg
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_111_4187.jpg
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_112_3504.jpg
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_112_8213.jpg
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 52  52  52]
  [ 47  47  47]
  [ 53  53  53]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 49  49  49]
  [ 48  48  48]
  [ 54  54  54]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [242 242 242]
  [238 238 238]
  [234 234 234]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [245 245 245]
  [200 200 200]
  [  4   4   4]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [129 129 129]
  [  8   8   8]
  [  2   2   2]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  1   1   1]
  [  5   5   5]
  [  4   4   4]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_113_3528.jpg
"[[[  6   6   6]
  [ 54  54  54]
  [ 50  50  50]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  5   5   5]
  [ 52  52  52]
  [ 50  50  50]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  3   3   3]
  [ 49  49  49]
  [ 51  51  51]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[249 249 249]
  [254 254 254]
  [249 249 249]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[157 157 157]
  [254 254 254]
  [250 250 250]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  3   3   3]
  [ 91  91  91]
  [248 248 248]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_114_5036.jpg
"[[[ 0  0  0]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 4  4  4]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 4  4  4]
  [56 56 56]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",Lymphangiectasia,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\data_augmentation_lymphangiectasia\_115_3031.jpg
