Lesiones,tipos,Fullpath
"[[[  3   2   0]
  [  3   2   0]
  [  3   1   0]
  ...
  [ 66 127 189]
  [ 66 128 189]
  [ 67 128 190]]

 [[  3   1   0]
  [  3   1   0]
  [  3   1   0]
  ...
  [ 70 135 194]
  [ 70 137 195]
  [ 71 137 195]]

 [[  3   1   0]
  [  3   1   0]
  [  3   1   0]
  ...
  [ 71 142 197]
  [ 71 143 197]
  [ 71 143 197]]

 ...

 [[  0   1   3]
  [  0   2   0]
  [  3   2   0]
  ...
  [ 93 157 231]
  [ 90 157 232]
  [ 87 157 231]]

 [[  0   1   3]
  [  0   2   0]
  [  3   2   0]
  ...
  [ 94 164 236]
  [ 90 163 235]
  [ 87 162 234]]

 [[  0   1   3]
  [  0   2   0]
  [  3   2   0]
  ...
  [ 89 163 233]
  [ 88 164 236]
  [ 89 166 238]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test10_19.jpg
"[[[ 83 136 209]
  [ 73 133 208]
  [ 61 129 205]
  ...
  [ 77 158 219]
  [ 77 158 219]
  [ 77 158 219]]

 [[ 72 135 199]
  [ 70 138 206]
  [ 61 135 204]
  ...
  [ 77 158 219]
  [ 77 158 219]
  [ 77 158 219]]

 [[ 66 142 196]
  [ 64 143 203]
  [ 59 139 204]
  ...
  [ 78 159 220]
  [ 78 159 220]
  [ 78 159 220]]

 ...

 [[ 65 130 202]
  [ 62 127 201]
  [ 58 123 199]
  ...
  [ 67 145 204]
  [ 68 145 204]
  [ 69 145 204]]

 [[ 61 127 199]
  [ 58 123 197]
  [ 54 118 195]
  ...
  [ 70 148 207]
  [ 70 148 207]
  [ 73 149 208]]

 [[ 60 126 197]
  [ 57 122 196]
  [ 54 119 195]
  ...
  [ 74 149 209]
  [ 74 149 209]
  [ 75 151 210]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test10_2.jpg
"[[[ 27  56  95]
  [ 25  54  94]
  [ 28  57  94]
  ...
  [ 37  78 123]
  [ 37  78 123]
  [ 35  76 121]]

 [[ 26  55  94]
  [ 24  53  92]
  [ 26  55  92]
  ...
  [ 48  88 133]
  [ 46  87 132]
  [ 42  83 128]]

 [[ 26  55  94]
  [ 23  53  91]
  [ 26  55  92]
  ...
  [ 50  91 136]
  [ 49  90 135]
  [ 49  90 135]]

 ...

 [[ 48  98 158]
  [ 49  99 159]
  [ 49  99 159]
  ...
  [ 56 112 164]
  [ 59 116 168]
  [ 60 118 169]]

 [[ 47  97 157]
  [ 48  98 158]
  [ 49  99 159]
  ...
  [ 58 117 167]
  [ 60 118 168]
  [ 59 119 169]]

 [[ 47  97 157]
  [ 49  99 159]
  [ 48  98 158]
  ...
  [ 60 117 171]
  [ 62 120 171]
  [ 61 120 171]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test10_20.jpg
"[[[ 32  57  91]
  [ 33  58  92]
  [ 33  59  93]
  ...
  [ 48  96 138]
  [ 47  95 137]
  [ 50  98 140]]

 [[ 30  55  89]
  [ 29  54  88]
  [ 27  53  87]
  ...
  [ 50  97 141]
  [ 48  95 139]
  [ 49  96 140]]

 [[ 30  56  90]
  [ 27  54  88]
  [ 26  53  87]
  ...
  [ 48  97 141]
  [ 47  96 140]
  [ 46  95 139]]

 ...

 [[ 51  98 160]
  [ 51  98 160]
  [ 51  98 160]
  ...
  [ 62 122 176]
  [ 62 122 176]
  [ 63 123 177]]

 [[ 53 100 162]
  [ 53 100 163]
  [ 54 101 163]
  ...
  [ 62 122 176]
  [ 62 122 176]
  [ 63 123 177]]

 [[ 51  98 160]
  [ 52  99 161]
  [ 53 100 162]
  ...
  [ 63 123 177]
  [ 63 123 177]
  [ 63 123 177]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test10_21.jpg
"[[[ 39  80 119]
  [ 39  80 119]
  [ 39  80 119]
  ...
  [ 68 126 177]
  [ 67 125 177]
  [ 66 123 178]]

 [[ 33  74 113]
  [ 36  76 116]
  [ 39  79 120]
  ...
  [ 70 129 180]
  [ 71 129 181]
  [ 72 129 183]]

 [[ 41  82 121]
  [ 41  82 122]
  [ 42  82 124]
  ...
  [ 71 129 181]
  [ 71 129 181]
  [ 72 129 184]]

 ...

 [[ 57 109 176]
  [ 57 109 176]
  [ 57 109 176]
  ...
  [ 74 137 197]
  [ 75 138 198]
  [ 75 138 198]]

 [[ 57 109 176]
  [ 57 109 176]
  [ 57 109 176]
  ...
  [ 74 138 196]
  [ 75 139 197]
  [ 73 140 197]]

 [[ 57 109 176]
  [ 57 109 176]
  [ 57 109 176]
  ...
  [ 73 139 196]
  [ 73 139 197]
  [ 73 140 197]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test10_22.jpg
"[[[105 150 202]
  [ 92 139 191]
  [ 65 115 168]
  ...
  [ 48 120 180]
  [ 48 120 180]
  [ 48 121 179]]

 [[ 52  96 150]
  [ 52  98 152]
  [ 44  93 149]
  ...
  [ 51 119 182]
  [ 50 120 180]
  [ 50 120 180]]

 [[ 38  82 140]
  [ 39  85 143]
  [ 41  87 146]
  ...
  [ 54 118 182]
  [ 54 118 182]
  [ 54 118 181]]

 ...

 [[ 61 122 190]
  [ 59 120 189]
  [ 60 120 190]
  ...
  [ 60 118 193]
  [ 57 114 189]
  [ 55 112 187]]

 [[ 61 122 190]
  [ 59 119 189]
  [ 59 119 189]
  ...
  [ 65 123 198]
  [ 63 121 196]
  [ 62 119 194]]

 [[ 60 121 189]
  [ 58 118 187]
  [ 57 117 187]
  ...
  [ 70 128 203]
  [ 70 127 202]
  [ 69 126 201]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test10_3.jpg
"[[[ 41 108 168]
  [ 37 104 162]
  [ 41 105 162]
  ...
  [ 46  97 170]
  [ 45  96 169]
  [ 45  96 169]]

 [[ 44 110 164]
  [ 49 115 168]
  [ 61 125 175]
  ...
  [ 46  96 169]
  [ 46  96 169]
  [ 45  95 168]]

 [[ 48 113 157]
  [ 75 138 182]
  [111 173 214]
  ...
  [ 45  94 168]
  [ 45  94 168]
  [ 45  94 168]]

 ...

 [[ 60 112 189]
  [ 58 110 188]
  [ 56 107 187]
  ...
  [ 59 123 191]
  [ 59 123 191]
  [ 60 123 191]]

 [[ 60 112 189]
  [ 57 109 187]
  [ 56 107 187]
  ...
  [ 61 128 195]
  [ 60 128 195]
  [ 61 128 195]]

 [[ 60 112 189]
  [ 57 109 187]
  [ 55 106 186]
  ...
  [ 57 127 194]
  [ 57 127 194]
  [ 57 127 194]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test10_4.jpg
"[[[118 171 178]
  [119 162 173]
  [151 180 196]
  ...
  [ 54 115 183]
  [ 52 113 181]
  [ 51 112 180]]

 [[209 252 255]
  [204 238 248]
  [195 218 235]
  ...
  [ 54 115 183]
  [ 53 114 182]
  [ 52 113 181]]

 [[210 243 255]
  [220 249 255]
  [197 218 240]
  ...
  [ 55 115 184]
  [ 53 114 183]
  [ 53 113 183]]

 ...

 [[ 57 120 201]
  [ 55 119 200]
  [ 52 117 198]
  ...
  [ 65 140 209]
  [ 65 140 209]
  [ 65 140 209]]

 [[ 60 120 204]
  [ 59 121 205]
  [ 58 122 205]
  ...
  [ 64 139 211]
  [ 63 139 211]
  [ 63 139 211]]

 [[ 60 119 205]
  [ 60 121 206]
  [ 60 122 206]
  ...
  [ 64 138 212]
  [ 63 138 211]
  [ 63 138 211]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test10_5.jpg
"[[[ 61 140 191]
  [ 59 137 185]
  [ 61 135 180]
  ...
  [ 76 146 216]
  [ 76 146 216]
  [ 76 145 218]]

 [[ 58 134 183]
  [ 62 137 184]
  [ 69 142 183]
  ...
  [ 75 145 215]
  [ 75 145 215]
  [ 75 144 217]]

 [[ 59 130 174]
  [ 71 141 182]
  [ 88 157 193]
  ...
  [ 70 142 212]
  [ 70 142 212]
  [ 70 142 214]]

 ...

 [[ 58 113 186]
  [ 59 114 187]
  [ 59 114 187]
  ...
  [ 53 112 181]
  [ 55 115 183]
  [ 58 117 187]]

 [[ 58 114 185]
  [ 59 115 186]
  [ 59 115 186]
  ...
  [ 57 118 186]
  [ 59 120 188]
  [ 61 124 192]]

 [[ 58 114 185]
  [ 59 115 186]
  [ 59 115 186]
  ...
  [ 61 122 189]
  [ 63 124 192]
  [ 64 127 195]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test10_6.jpg
"[[[ 31  63  98]
  [ 34  66 101]
  [ 32  64  99]
  ...
  [ 64 124 167]
  [ 64 122 172]
  [ 64 121 172]]

 [[ 35  67 102]
  [ 37  69 104]
  [ 34  69 103]
  ...
  [ 65 124 169]
  [ 63 121 170]
  [ 63 121 170]]

 [[ 35  67 102]
  [ 36  70 104]
  [ 34  69 103]
  ...
  [ 66 124 173]
  [ 65 123 172]
  [ 65 123 172]]

 ...

 [[ 69 134 208]
  [ 69 134 208]
  [ 70 135 209]
  ...
  [ 82 147 217]
  [ 80 146 216]
  [ 79 146 215]]

 [[ 71 136 210]
  [ 71 136 210]
  [ 72 137 211]
  ...
  [ 84 147 221]
  [ 80 145 219]
  [ 80 145 219]]

 [[ 72 137 211]
  [ 71 136 210]
  [ 73 138 212]
  ...
  [ 86 150 225]
  [ 85 150 223]
  [ 85 150 222]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test10_7.jpg
"[[[ 25  44  71]
  [ 27  46  73]
  [ 28  47  74]
  ...
  [ 42  82 134]
  [ 41  80 132]
  [ 39  79 131]]

 [[ 26  45  72]
  [ 28  46  73]
  [ 29  48  76]
  ...
  [ 47  89 140]
  [ 46  88 139]
  [ 43  85 136]]

 [[ 27  46  73]
  [ 29  48  75]
  [ 31  50  77]
  ...
  [ 52  95 146]
  [ 52  95 146]
  [ 48  91 142]]

 ...

 [[ 40  96 172]
  [ 38  96 169]
  [ 38  96 166]
  ...
  [ 74 114 202]
  [ 70 117 199]
  [ 70 123 196]]

 [[ 45 100 173]
  [ 44 100 170]
  [ 45 102 166]
  ...
  [ 57 106 190]
  [ 53 106 189]
  [ 53 110 186]]

 [[ 45  98 168]
  [ 50 104 170]
  [ 50 105 166]
  ...
  [ 63 116 191]
  [ 62 119 191]
  [ 63 119 192]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test10_8.jpg
"[[[ 35  79 131]
  [ 36  80 133]
  [ 38  79 136]
  ...
  [ 57 102 164]
  [ 57 101 161]
  [ 61 104 162]]

 [[ 37  84 133]
  [ 43  89 140]
  [ 39  85 137]
  ...
  [ 56 104 165]
  [ 54 102 161]
  [ 54 101 158]]

 [[ 41  91 137]
  [ 44  94 140]
  [ 37  87 133]
  ...
  [ 61 114 172]
  [ 63 117 172]
  [ 62 114 167]]

 ...

 [[ 52 109 178]
  [ 52 109 178]
  [ 52 109 178]
  ...
  [ 66 125 187]
  [ 67 126 188]
  [ 67 126 188]]

 [[ 52 109 178]
  [ 52 109 178]
  [ 52 109 178]
  ...
  [ 66 126 188]
  [ 66 126 188]
  [ 66 126 188]]

 [[ 53 110 179]
  [ 52 109 178]
  [ 52 109 178]
  ...
  [ 66 127 189]
  [ 66 127 189]
  [ 66 127 189]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test10_9.jpg
"[[[  1   3   7]
  [  0   0   4]
  [  0   0   5]
  ...
  [  8  14  19]
  [  9  13  20]
  [ 10  14  21]]

 [[ 35  52  58]
  [ 38  55  61]
  [ 65  82  89]
  ...
  [159 200 232]
  [160 202 232]
  [163 205 235]]

 [[ 64  92  99]
  [ 60  88  95]
  [ 69  96 106]
  ...
  [149 198 239]
  [151 201 247]
  [155 205 252]]

 ...

 [[ 72 112 139]
  [ 72 114 138]
  [ 63 104 127]
  ...
  [148 197 245]
  [140 191 239]
  [138 189 239]]

 [[ 78 117 149]
  [ 75 115 144]
  [ 69 108 136]
  ...
  [141 193 237]
  [133 185 231]
  [122 174 220]]

 [[ 82 120 154]
  [ 79 117 151]
  [ 79 117 148]
  ...
  [132 192 231]
  [139 191 235]
  [136 188 234]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test15_1.jpg
"[[[ 90 125 151]
  [ 75 112 138]
  [ 79 115 145]
  ...
  [138 193 229]
  [138 193 230]
  [139 194 231]]

 [[ 91 126 152]
  [ 77 113 138]
  [ 76 113 142]
  ...
  [133 188 225]
  [136 191 228]
  [138 194 231]]

 [[ 92 125 151]
  [ 82 117 143]
  [ 79 113 143]
  ...
  [130 186 221]
  [135 191 226]
  [140 196 231]]

 ...

 [[210 248 250]
  [188 224 225]
  [ 33  71  76]
  ...
  [106 150 199]
  [106 149 198]
  [105 148 198]]

 [[208 247 249]
  [146 185 187]
  [  6  44  48]
  ...
  [ 99 143 190]
  [101 145 192]
  [104 148 195]]

 [[125 166 169]
  [108 149 152]
  [102 142 146]
  ...
  [100 145 189]
  [102 146 192]
  [104 147 195]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test15_10.jpg
"[[[ 94 135 180]
  [ 94 135 180]
  [ 96 136 184]
  ...
  [147 190 255]
  [134 180 245]
  [127 174 238]]

 [[ 92 134 177]
  [ 92 133 178]
  [ 94 134 182]
  ...
  [135 178 250]
  [130 175 242]
  [131 175 243]]

 [[ 95 137 180]
  [ 94 136 179]
  [ 94 135 180]
  ...
  [110 154 227]
  [119 163 234]
  [128 172 243]]

 ...

 [[ 62  87 113]
  [ 63  88 114]
  [ 57  82 108]
  ...
  [ 66  91 123]
  [ 65  93 124]
  [ 64  93 124]]

 [[ 64  89 115]
  [ 72  97 123]
  [ 71  96 122]
  ...
  [ 62  87 119]
  [ 57  85 116]
  [ 54  82 113]]

 [[ 60  85 111]
  [ 77 102 128]
  [ 82 107 133]
  ...
  [ 54  79 111]
  [ 57  82 113]
  [ 52  77 109]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test15_100.jpg
"[[[ 94 136 178]
  [ 96 137 181]
  [ 95 137 184]
  ...
  [109 154 221]
  [106 151 219]
  [105 150 218]]

 [[ 94 136 177]
  [ 92 134 177]
  [ 91 133 178]
  ...
  [122 167 233]
  [114 159 227]
  [119 164 232]]

 [[ 91 132 171]
  [ 89 131 173]
  [ 91 133 176]
  ...
  [130 176 239]
  [130 175 242]
  [126 171 239]]

 ...

 [[ 59  86 112]
  [ 49  76 102]
  [ 38  65  91]
  ...
  [ 86 125 164]
  [ 84 123 161]
  [ 84 122 161]]

 [[ 55  82 108]
  [ 46  73  99]
  [ 35  62  88]
  ...
  [ 82 120 158]
  [ 81 120 157]
  [ 82 120 159]]

 [[ 52  79 105]
  [ 43  70  95]
  [ 33  60  86]
  ...
  [ 83 121 157]
  [ 79 116 153]
  [ 77 115 151]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test15_101.jpg
"[[[ 33  60  91]
  [ 34  62  92]
  [ 41  71 100]
  ...
  [130 177 238]
  [139 186 247]
  [143 190 251]]

 [[ 31  57  87]
  [ 31  59  89]
  [ 39  69  98]
  ...
  [138 185 247]
  [142 189 251]
  [144 191 253]]

 [[ 38  64  94]
  [ 37  63  93]
  [ 39  67  97]
  ...
  [144 191 253]
  [143 191 252]
  [141 188 250]]

 ...

 [[ 30  53  68]
  [ 40  63  79]
  [ 44  68  85]
  ...
  [ 77 114 148]
  [ 79 116 150]
  [ 79 116 150]]

 [[ 28  49  63]
  [ 38  61  75]
  [ 44  67  83]
  ...
  [ 76 113 145]
  [ 77 115 147]
  [ 78 115 147]]

 [[ 13  34  46]
  [ 31  51  64]
  [ 38  60  74]
  ...
  [ 73 108 140]
  [ 73 108 140]
  [ 75 111 142]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test15_102.jpg
"[[[116 153 181]
  [107 143 173]
  [110 147 179]
  ...
  [142 189 250]
  [152 199 255]
  [146 194 253]]

 [[119 156 184]
  [114 151 179]
  [116 154 184]
  ...
  [131 178 240]
  [149 196 255]
  [153 200 255]]

 [[108 145 173]
  [113 149 177]
  [121 159 189]
  ...
  [126 172 236]
  [125 171 234]
  [135 182 244]]

 ...

 [[ 31  56  82]
  [ 34  59  85]
  [ 38  63  89]
  ...
  [ 73 107 137]
  [ 75 109 139]
  [ 75 109 139]]

 [[ 35  60  83]
  [ 51  76  99]
  [ 66  91 114]
  ...
  [ 73 106 136]
  [ 74 106 137]
  [ 73 106 136]]

 [[ 48  72  90]
  [ 67  91 109]
  [ 86 110 128]
  ...
  [ 73 103 134]
  [ 73 103 134]
  [ 71 102 133]]]",Adenoma,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Adenoma\test15_103.jpg
