Lesiones,tipos,Fullpath
"[[[  1   7   9]
  [  1   9  10]
  [  3  11  12]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  8   6   2]
  [  7   5   1]
  [  5   4   0]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  1   2   5]
  [  1   2   5]
  [  1   2   5]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[169 206 255]
  [157 194 244]
  [159 196 246]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[162 199 247]
  [130 167 217]
  [156 193 243]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[156 196 245]
  [163 203 252]
  [159 199 248]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_108.jpg
"[[[  4  11  13]
  [  4  12  13]
  [  3  12  13]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  5   3   0]
  [  4   3   0]
  [  4   3   0]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  2   4   8]
  [  4   6  10]
  [  2   4   7]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[141 181 231]
  [156 195 246]
  [155 194 245]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[150 188 244]
  [161 198 254]
  [156 194 248]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[154 192 246]
  [151 189 243]
  [149 188 240]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_109.jpg
"[[[ 65  77 135]
  [ 64  75 135]
  [ 68  81 142]
  ...
  [124 157 237]
  [129 162 241]
  [125 158 237]]

 [[ 69  82 141]
  [ 68  81 140]
  [ 69  82 143]
  ...
  [125 156 235]
  [129 160 239]
  [125 156 235]]

 [[ 74  88 146]
  [ 67  80 142]
  [ 64  78 141]
  ...
  [125 155 232]
  [128 158 236]
  [124 154 231]]

 ...

 [[ 88 109 200]
  [ 85 106 197]
  [ 81 102 193]
  ...
  [105 137 226]
  [106 138 228]
  [105 137 227]]

 [[ 86 106 198]
  [ 78  99 190]
  [ 83 104 195]
  ...
  [108 141 227]
  [108 141 227]
  [102 135 221]]

 [[ 85 106 197]
  [ 83 105 195]
  [ 89 110 201]
  ...
  [103 136 222]
  [100 133 219]
  [100 133 219]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_11.jpg
"[[[  5   8  10]
  [  4   8  10]
  [  4   8  10]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  7   3   0]
  [  7   4   0]
  [  7   4   0]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  1   0   5]
  [  1   1   5]
  [  1   1   5]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[156 196 244]
  [163 203 251]
  [157 197 245]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[156 196 244]
  [161 201 249]
  [149 189 237]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[136 176 224]
  [156 196 244]
  [151 192 240]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_110.jpg
"[[[  6  15  13]
  [  4  13  11]
  [  4  13  11]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  8   8   0]
  [ 10  11   1]
  [ 12  11   2]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  2   5   5]
  [  1   4   4]
  [  2   3   3]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[147 189 232]
  [165 207 250]
  [154 196 239]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[139 181 224]
  [159 201 244]
  [152 194 237]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[154 196 239]
  [132 174 217]
  [138 180 224]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_111.jpg
"[[[ 10  15  14]
  [ 10  15  14]
  [  8  13  12]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  2   9   0]
  [  4  12   2]
  [  5  13   3]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  4   7   7]
  [  3   6   7]
  [  2   5   6]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[145 181 227]
  [149 185 230]
  [151 188 234]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[140 176 221]
  [148 184 230]
  [143 179 225]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[132 168 214]
  [135 171 217]
  [160 196 242]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_112.jpg
"[[[ 12  12  12]
  [ 13  13  13]
  [ 15  15  15]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  6   7   3]
  [  6   7   3]
  [  6   7   3]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  5   5   5]
  [  4   4   4]
  [  3   3   3]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[225 252 252]
  [186 223 230]
  [114 156 175]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[156 197 199]
  [143 184 193]
  [150 192 213]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[136 179 205]
  [152 192 223]
  [153 190 227]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_113.jpg
"[[[ 12  12  12]
  [ 13  13  13]
  [ 14  14  14]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  6   7   3]
  [  7   8   4]
  [  8   9   5]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  3   3   3]
  [  2   2   2]
  [  1   1   2]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[119 151 172]
  [200 231 241]
  [148 178 178]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[151 189 219]
  [140 180 202]
  [126 164 182]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[139 181 227]
  [145 188 234]
  [150 193 240]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_114.jpg
"[[[ 13  13  13]
  [ 13  13  13]
  [ 14  14  14]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  7   7   7]
  [  6   6   6]
  [  6   6   6]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  3   3   3]
  [  3   3   3]
  [  3   3   3]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[127 148 174]
  [217 236 248]
  [220 240 239]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[153 185 214]
  [159 190 212]
  [125 157 170]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[154 194 235]
  [142 183 223]
  [152 192 232]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_115.jpg
"[[[ 15  16  12]
  [ 13  14  10]
  [ 12  13  11]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  8   8   8]
  [  7   7   7]
  [  5   6   3]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  2   2   4]
  [  3   2   4]
  [  1   1   2]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[219 246 248]
  [208 236 238]
  [217 246 249]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[166 203 216]
  [119 156 168]
  [186 223 235]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]

 [[141 188 220]
  [146 190 223]
  [162 201 237]
  ...
  [  4   4   4]
  [  4   4   4]
  [  4   4   4]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_116.jpg
"[[[ 14  15  10]
  [ 12  13   9]
  [  9  11  10]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  8   8   9]
  [  8   8   8]
  [  7  10   6]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  3   2   4]
  [  3   2   4]
  [  2   2   3]
  ...
  [  5   5   5]
  [  5   5   5]
  [  5   5   5]]

 ...

 [[220 243 252]
  [218 248 255]
  [127 164 177]
  ...
  [  2   2   2]
  [  3   3   3]
  [  3   3   3]]

 [[217 246 247]
  [155 188 184]
  [220 255 254]
  ...
  [  3   3   3]
  [  2   2   2]
  [  3   3   3]]

 [[157 184 216]
  [122 155 175]
  [184 221 239]
  ...
  [  3   3   3]
  [  2   2   2]
  [  3   3   3]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_117.jpg
"[[[ 15  16  11]
  [ 13  14  11]
  [ 10  10   9]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  7   6   7]
  [  7   7   7]
  [ 10  11   8]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  2   2   3]
  [  2   1   3]
  [  1   1   2]
  ...
  [  6   6   6]
  [  6   6   6]
  [  6   6   6]]

 ...

 [[141 183 221]
  [128 167 198]
  [175 212 232]
  ...
  [  3   3   3]
  [  4   4   4]
  [  4   4   4]]

 [[144 178 239]
  [163 198 253]
  [147 186 232]
  ...
  [  3   3   3]
  [  4   4   4]
  [  4   4   4]]

 [[156 190 246]
  [152 189 241]
  [159 197 245]
  ...
  [  3   3   3]
  [  4   4   4]
  [  4   4   4]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_118.jpg
"[[[ 13  12  14]
  [ 13  13  13]
  [ 13  13  13]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  7   6   8]
  [  7   6   8]
  [  7   7   6]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  6   6   6]
  [  6   6   6]
  [  6   6   6]]

 ...

 [[195 231 247]
  [125 162 186]
  [135 173 204]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[163 195 225]
  [124 158 191]
  [132 167 200]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[160 198 236]
  [153 191 230]
  [135 173 211]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_119.jpg
"[[[ 77  89 153]
  [ 75  88 151]
  [ 71  83 147]
  ...
  [112 145 231]
  [108 141 227]
  [114 147 233]]

 [[ 74  86 150]
  [ 78  90 154]
  [ 77  89 153]
  ...
  [118 151 237]
  [112 145 231]
  [119 152 238]]

 [[ 74  86 150]
  [ 80  92 156]
  [ 79  91 155]
  ...
  [122 156 241]
  [113 145 232]
  [119 152 238]]

 ...

 [[ 79 104 194]
  [ 80 104 194]
  [ 77 101 191]
  ...
  [108 141 235]
  [108 143 236]
  [103 138 231]]

 [[ 88 112 199]
  [ 85 109 197]
  [ 81 105 193]
  ...
  [102 139 230]
  [106 143 233]
  [108 145 236]]

 [[ 82 107 193]
  [ 80 105 191]
  [ 78 103 189]
  ...
  [101 138 228]
  [104 141 231]
  [106 143 233]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_12.jpg
"[[[ 13  13  16]
  [ 13  12  15]
  [ 12  11  14]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  7   8   6]
  [  7   8   5]
  [  6   7   4]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[ 11  12   8]
  [ 11  12   8]
  [ 11  12   8]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 ...

 [[134 166 202]
  [136 168 204]
  [128 160 196]
  ...
  [ 21  21  27]
  [  3   1   2]
  [  5   1   1]]

 [[124 156 192]
  [123 155 190]
  [126 158 194]
  ...
  [  0   0   1]
  [  2   2   1]
  [  4   2   1]]

 [[130 162 197]
  [136 168 203]
  [133 165 200]
  ...
  [  0   1   1]
  [  2   3   1]
  [  2   3   1]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_120.jpg
"[[[ 12  11  12]
  [ 12  12  12]
  [ 12  12  12]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  8   7   9]
  [  8   7   9]
  [  8   9   7]
  ...
  [  9   9   9]
  [  9   9   9]
  [  9   9   9]]

 [[  8   7   8]
  [  6   6   6]
  [  6   7   5]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 ...

 [[117 148 187]
  [126 157 194]
  [126 158 194]
  ...
  [ 18  19  25]
  [  5   5   7]
  [  2   4   2]]

 [[129 162 194]
  [115 148 180]
  [151 184 217]
  ...
  [  1   1   3]
  [  2   1   2]
  [  3   3   2]]

 [[154 189 216]
  [120 154 181]
  [158 192 222]
  ...
  [  3   2   4]
  [  3   2   4]
  [  3   2   4]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_121.jpg
"[[[ 10  10  10]
  [ 12  12  12]
  [ 12  12  12]
  ...
  [ 13  13  13]
  [ 13  13  13]
  [ 13  13  13]]

 [[  8   8   8]
  [  7   7   7]
  [  6   6   6]
  ...
  [ 10  10  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 10  10  10]
  [ 10  10  10]
  [  9   9   9]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 ...

 [[103 134 189]
  [117 146 195]
  [135 161 202]
  ...
  [ 28  37  51]
  [ 22  29  44]
  [ 24  32  45]]

 [[129 160 216]
  [121 149 199]
  [133 159 201]
  ...
  [ 24  30  42]
  [ 30  35  47]
  [ 10  15  25]]

 [[125 157 209]
  [135 166 211]
  [105 133 169]
  ...
  [ 31  35  43]
  [ 11  14  22]
  [  0   0   6]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_122.jpg
"[[[ 14  14  14]
  [ 14  14  14]
  [ 14  14  14]
  ...
  [ 13  13  13]
  [ 13  13  13]
  [ 13  13  13]]

 [[  8   8   8]
  [  8   8   8]
  [  8   8   8]
  ...
  [ 10  10  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[ 11  11  11]
  [ 11  11  11]
  [ 11  11  11]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 ...

 [[125 151 205]
  [126 153 204]
  [131 158 208]
  ...
  [ 32  40  69]
  [ 40  48  77]
  [ 41  49  78]]

 [[119 149 198]
  [135 165 214]
  [143 170 219]
  ...
  [ 48  52  77]
  [ 49  51  74]
  [ 44  44  68]]

 [[138 168 217]
  [141 171 220]
  [126 154 202]
  ...
  [ 46  51  74]
  [ 40  43  64]
  [ 33  34  55]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_123.jpg
"[[[ 13  13  13]
  [ 13  13  13]
  [ 13  13  13]
  ...
  [ 13  13  13]
  [ 13  13  13]
  [ 13  13  13]]

 [[  8   8   8]
  [  8   8   8]
  [  8   8   8]
  ...
  [ 10  10  10]
  [ 10  10  10]
  [ 10  10  10]]

 [[  9   9   9]
  [  8   8   8]
  [  7   7   7]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 ...

 [[110 142 191]
  [127 159 208]
  [126 156 204]
  ...
  [ 38  47  74]
  [ 36  44  72]
  [ 40  49  76]]

 [[127 159 209]
  [131 162 211]
  [121 150 198]
  ...
  [ 36  46  72]
  [ 39  48  75]
  [ 42  51  78]]

 [[121 153 200]
  [122 154 203]
  [125 156 203]
  ...
  [ 47  57  81]
  [ 35  43  68]
  [ 38  46  70]]]",Hyperplastic,c:\Users\Administrator\Desktop\TheBridge\Bootcamp-DataScience-2021\MachineLearning\data\Hyperplastic\test11_124.jpg
